Name,Index
"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN, with iron, ready-to-feed, with ARA and DHA",172309
"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed",172310
"Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE, with iron, powder, with ARA and DHA",172311
"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted",172312
"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, with iron, powder, not reconstituted, with ARA and DHA",173545
"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, powder, not reconstituted",173546
"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE, liquid concentrate, reconstituted, with ARA and DHA",173547
"Infant formula, MEAD JOHNSON, PROSOBEE, with iron, ready to feed, with ARA and DHA",173548
"Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, ready-to-feed",173549
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",172313
"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE LIPIL, powder, with ARA and DHA",172314
"Infant formula, MEAD JOHNSON, NEXT STEP, PROSOBEE, LIPIL, ready to feed, with ARA and DHA",172315
"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",172316
"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber",173550
"Infant formula, NESTLE, GOOD START ESSENTIALS SOY, with iron, powder",173551
"Infant formula, MEAD JOHNSON, NEXT STEP PROSOBEE, powder, not reconstituted",173552
"Infant formula, MEAD JOHNSON,NEXT STEP PROSOBEE, prepared from powder",173553
"Babyfood, corn and sweet potatoes, strained",172317
"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA",172318
"Infant formula, PBM PRODUCTS, store brand, ready-to-feed",172319
"Infant formula, PBM PRODUCTS, store brand, liquid concentrate, not reconstituted",172320
"Infant formula, PBM PRODUCTS, store brand, powder",173554
"Infant formula, PBM PRODUCTS, store brand, soy, ready-to-feed",173555
"Infant formula, PBM PRODUCTS, store brand, soy, liquid concentrate, not reconstituted",173556
"Infant formula, PBM PRODUCTS, store brand, soy, powder",173557
"Infant formula, MEAD JOHNSON, ENFAMIL, AR, ready-to-feed, with ARA and DHA",172321
"Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA",172322
"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA",172323
"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA",172324
"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE (LACTOSE FREE) ready-to-feed, with ARA and DHA",172325
"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), liquid concentrate, with ARA and DHA",173558
"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA",173559
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed",173560
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted",173561
"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted",172326
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate",171382
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed",171383
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted",171384
"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE, ready-to-feed, with ARA and DHA",170986
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",170987
"Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA",170988
"Babyfood, mashed cheddar potatoes and broccoli, toddlers",170989
"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed",171385
"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate",171386
"Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE, with iron, prepared from powder",171387
"Babyfood, fortified cereal bar, fruit filling",171388
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",170990
"Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate",170991
"Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder",170992
"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed",170993
"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted",171389
"Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed",171390
"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed",171391
"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 20 calories, ready-to-feed",171392
"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 24 calories, ready-to-feed",171393
"Infant Formula, MEAD JOHNSON, ENFAMIL, Newborn, with DHA and ARA, ready-to-feed",170994
"Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed",170995
"Infant formula, GERBER, GOOD START, PROTECT PLUS, ready-to-feed",170996
"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, ready-to-feed",170997
"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed",171394
"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA",171395
"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA",171396
"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA",171397
"Babyfood, fruit, banana and strawberry, junior",170998
"Babyfood, banana with mixed berries, strained",170999
"Babyfood, Multigrain whole grain cereal, dry fortified",171000
"Babyfood, Baby MUM MUM Rice Biscuits",171001
"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",171398
"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA",171399
"Fat, beef tallow",171400
Lard,171401
"Salad dressing, KRAFT Mayo Light Mayonnaise",171002
"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing",171003
"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing",171004
"Salad dressing, russian dressing",171005
"Salad dressing, sesame seed dressing, regular",171006
"Salad dressing, thousand island, commercial, regular",171402
"Salad dressing, mayonnaise type, regular, with salt",171403
"Salad dressing, french dressing, reduced fat",171404
"Salad dressing, italian dressing, commercial, reduced fat",171405
"Salad dressing, russian dressing, low calorie",171007
"Salad dressing, thousand island dressing, reduced fat",171008
"Salad dressing, mayonnaise, regular",171009
"Salad dressing, mayonnaise, soybean and safflower oil, with salt",171010
"Salad dressing, mayonnaise, imitation, soybean",171406
"Salad dressing, mayonnaise, imitation, milk cream",171407
"Salad dressing, mayonnaise, imitation, soybean without cholesterol",171408
"Sandwich spread, with chopped pickle, regular, unspecified oils",171409
"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",171011
"Oil, soybean, salad or cooking, (partially hydrogenated)",171012
"Oil, rice bran",171013
"Oil, wheat germ",171014
"Oil, peanut, salad or cooking",171410
"Oil, soybean, salad or cooking",171411
"Oil, coconut",171412
"Oil, olive, salad or cooking",171413
"Oil, palm",171015
"Oil, sesame, salad or cooking",171016
"Oil, sunflower, linoleic (less than 60%)",171017
"Margarine, regular, hard, soybean (hydrogenated)",171018
"Salad dressing, italian dressing, commercial, regular",171019
"Salad dressing, french dressing, commercial, regular",171414
"Margarine,spread, 35-39% fat, tub",171415
"Salad dressing, french, home recipe",171416
"Salad dressing, home recipe, vinegar and oil",171417
"Salad dressing, french dressing, commercial, regular, without salt",171020
"Salad dressing, french dressing, reduced fat, without salt",171021
"Salad dressing, italian dressing, commercial, regular, without salt",171022
"Salad dressing, italian dressing, reduced fat, without salt",171023
"Salad dressing, mayonnaise, soybean oil, without salt",171418
"Salad dressing, french, cottonseed, oil, home recipe",171419
"Salad dressing, french dressing, fat-free",171420
"Oil, cocoa butter",171421
"Oil, cottonseed, salad or cooking",171024
"Oil, sunflower, linoleic, (approx. 65%)",171025
"Oil, safflower, salad or cooking, linoleic, (over 70%)",171026
"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",171027
"Vegetable oil, palm kernel",171422
"Oil, poppyseed",171423
"Oil, tomatoseed",171424
"Oil, teaseed",171425
"Oil, grapeseed",171028
"Oil, corn, industrial and retail, all purpose salad or cooking",171029
"Oil, walnut",171030
"Oil, almond",171031
"Oil, apricot kernel",171032
"Oil, soybean lecithin",171426
"Oil, hazelnut",171427
"Oil, babassu",171428
"Oil, sheanut",171429
"Salad dressing, blue or roquefort cheese dressing, commercial, regular",173562
"Oil, cupu assu",173563
"Fat, chicken",173564
"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed",173565
"Shortening, household, lard and vegetable oil",172327
"Oil, sunflower, linoleic, (partially hydrogenated)",172328
"Shortening bread, soybean (hydrogenated) and cottonseed",172329
"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",172330
"Shortening industrial, lard and vegetable oil",173566
"Shortening frying (heavy duty), beef tallow and cottonseed",173567
"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)",173568
"Shortening industrial, soybean (hydrogenated) and cottonseed",173569
"Shortening frying (heavy duty), palm (hydrogenated)",172331
Shortening household soybean (hydrogenated) and palm,172332
"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)",172333
"Shortening, confectionery, fractionated palm",172334
"Oil, nutmeg butter",172335
"Oil, ucuhuba butter",173570
"Fat, turkey",173571
"Fat, goose",173572
"Oil, avocado",173573
"Oil, canola",172336
"Oil, mustard",172337
"Oil, sunflower, high oleic (70% and over)",172338
"Margarine-like, margarine-butter blend, soybean oil and butter",172339
"Shortening, special purpose for cakes and frostings, soybean (hydrogenated)",173574
"Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed",173575
"Oil, oat",173576
"Fish oil, cod liver",173577
"Fish oil, herring",172340
"Fish oil, menhaden",172341
"Fish oil, menhaden, fully hydrogenated",172342
"Fish oil, salmon",172343
"Fish oil, sardine",173578
"Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)",173579
"Margarine-like, vegetable oil-butter spread, tub, with salt",173580
"Butter, light, stick, with salt",173581
"Butter, light, stick, without salt",172344
"Animal fat, bacon grease",172345
"Margarine, regular, 80% fat, composite, stick, with salt",172346
"Margarine, regular, 80% fat, composite, tub, with salt",172347
"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",172348
"Margarine-like, vegetable oil spread, 60% fat, tub, with salt",173582
"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",173583
"Shortening, vegetable, household, composite",173584
"Margarine, regular, 80% fat, composite, stick, without salt",173585
"Margarine, regular, 80% fat, composite, tub, without salt",172349
"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt",172350
"Margarine-like, vegetable oil spread, fat free, liquid, with salt",172351
"Margarine-like spread with yogurt, 70% fat, stick, with salt",172352
"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",173586
"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",173587
"Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick",173588
"Margarine Spread, 40-49% fat, tub",173589
"Margarine-like, vegetable oil spread, fat-free, tub",172353
"Margarine-like, vegetable oil spread, 20% fat, with salt",172354
"Margarine-like, vegetable oil spread, 20% fat, without salt",172355
"Salad dressing, thousand island dressing, fat-free",172356
"Salad dressing, italian dressing, fat-free",173590
"Salad dressing, ranch dressing, fat-free",173591
"Salad dressing, ranch dressing, regular",173592
"Salad dressing, ranch dressing, reduced fat",173593
"Salad dressing, mayonnaise, light",173594
"Oil, industrial, mid-oleic, sunflower",172357
"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying",172358
"Oil, industrial, canola for salads, woks and light frying",172359
"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying",172360
"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts",173595
"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables",173596
"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening",173597
"Oil, industrial, soy, refined, for woks and light frying",173598
"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",172361
"Oil, industrial, soy ( partially hydrogenated), all purpose",172362
"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry",172363
"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",172364
"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",173599
"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter",173600
"Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter",173601
"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product",173602
"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",172365
"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy",172366
"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners",172367
"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",172368
"Oil, industrial, palm kernel (hydrogenated), filling fat",173603
"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings",173604
"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",173605
"Shortening, industrial, soy (partially hydrogenated ) and corn for frying",173606
"Shortening, industrial, soy (partially hydrogenated ) for baking and confections",173607
"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",172369
"Oil, vegetable, soybean, refined",172370
"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",172371
"Margarine-like spread, SMART BALANCE Light Buttery Spread",172372
"Margarine-like spread, SMART BEAT Super Light without saturated fat",173608
"Margarine-like spread, SMART BEAT Smart Squeeze",173609
"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)",173610
"Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)",171033
"Oil, PAM cooking spray, original",171430
"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",171431
"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",171432
"Oil, cooking and salad, ENOVA, 80% diglycerides",171433
"Salad dressing, honey mustard dressing, reduced calorie",171034
"Margarine-like spread, BENECOL Light Spread",171035
"Salad dressing, spray-style dressing, assorted flavors",171036
"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light",171037
"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",171434
